*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
 4409 │ 2014/09/23      4
 4410 │ 2014/09/24      2
 4411 │ 2014/09/25      1
 4412 │ 2014/09/27      1
 4413 │ 2014/09/28      2
 4414 │ 2014/09/30      1
 4415 │ 2014/10/01      1
 4416 │ 2014/10/03      5
 4417 │ 2014/10/05      1
 4418 │ 2014/10/06      1
 4419 │ 2014/10/08      1
 4420 │ 2014/10/09      4
 4421 │ 2014/10/10      3
 4422 │ 2014/10/12      1
 4423 │ 2014/10/15      1
 4424 │ 2014/10/16      2
 4425 │ 2014/10/17      1
 4426 │ 2014/10/18      1
 4427 │ 2014/10/19      1
 4428 │ 2014/10/21      1
 4429 │ 2014/10/23      1
 4430 │ 2014/10/26      1
 4431 │ 2014/10/28      1
 4432 │ 2014/10/29      1
 4433 │ 2014/10/30      2
 4434 │ 2014/10/31      1
 4435 │ 2014/11/02      1
 4436 │ 2014/11/05      1
 4437 │ 2014/11/07      4
 4438 │ 2014/11/08      4
 4439 │ 2014/11/11      2
 4440 │ 2014/11/12      1
 4441 │ 2014/11/13      2
 4442 │ 2014/11/14      1
 4443 │ 2014/11/15      2
 4444 │ 2014/11/19      1
 4445 │ 2014/11/20      2
 4446 │ 2014/11/21      3
 4447 │ 2014/11/22      2
 4448 │ 2014/11/25      1
 4449 │ 2014/11/27      3
 4450 │ 2014/11/29      3
 4451 │ 2014/11/30      1
 4452 │ 2014/12/01      1
 4453 │ 2014/12/03     19
 4454 │ 2014/12/04      5
 4455 │ 2014/12/05      2
 4456 │ 2014/12/06      4
 4457 │ 2014/12/09      2
 4458 │ 2014/12/17      8
 4459 │ 2014/12/18      1
 4460 │ 2014/12/19      2
 4461 │ 2014/12/20      1
 4462 │ 2014/12/21      1
 4463 │ 2014/12/22      1
 4464 │ 2014/12/23      3
 4465 │ 2014/12/24      3
 4466 │ 2014/12/30      3
 4467 │ 2014/12/31      1
 4468 │ 2015/01/01      3
 4469 │ 2015/01/02      1
 4470 │ 2015/01/03      2
 4471 │ 2015/01/13      2
 4472 │ 2015/01/15      1
 4473 │ 2015/01/16      1
 4474 │ 2015/01/17      4
 4475 │ 2015/01/18      1
 4476 │ 2015/01/20      1
 4477 │ 2015/01/21      1
 4478 │ 2015/01/22      1
 4479 │ 2015/01/24      4
 4480 │ 2015/01/27      2
 4481 │ 2015/01/28      3
 4482 │ 2015/01/30      3
 4483 │ 2015/01/31      2
 4484 │ 2015/02/01      1
 4485 │ 2015/02/02      1
 4486 │ 2015/02/03      4
 4487 │ 2015/02/04      2
 4488 │ 2015/02/05      2
 4489 │ 2015/02/07      1
 4490 │ 2015/02/11      3
 4491 │ 2015/02/13      4
 4492 │ 2015/02/14      2
 4493 │ 2015/02/15      1
 4494 │ 2015/02/16      1
 4495 │ 2015/02/24      1
 4496 │ 2015/02/26      1
 4497 │ 2015/03/01      2
 4498 │ 2015/03/03      4
 4499 │ 2015/03/04      2
 4500 │ 2015/03/05      2
 4501 │ 2015/03/06      2
 4502 │ 2015/03/07      3
 4503 │ 2015/03/10      1
 4504 │ 2015/03/11      2
 4505 │ 2015/03/15      2
 4506 │ 2015/03/17      1
 4507 │ 2015/03/18      4
 4508 │ 2015/03/19      1
 4509 │ 2015/03/20      2
 4510 │ 2015/03/21      1
 4511 │ 2015/03/22      1
 4512 │ 2015/03/24      1
 4513 │ 2015/03/25      1
 4514 │ 2015/03/31      4
 4515 │ 2015/04/01      2
 4516 │ 2015/04/02      1
 4517 │ 2015/04/04      3
 4518 │ 2015/04/05      1
 4519 │ 2015/04/07      2
 4520 │ 2015/04/08      2
 4521 │ 2015/04/09      1
 4522 │ 2015/04/10      1
 4523 │ 2015/04/11      3
 4524 │ 2015/04/13      1
 4525 │ 2015/04/14      5
 4526 │ 2015/04/15      2
 4527 │ 2015/04/16      1
 4528 │ 2015/04/17      1
 4529 │ 2015/04/18      3
 4530 │ 2015/04/19      5
 4531 │ 2015/04/22      7
 4532 │ 2015/04/23      1
 4533 │ 2015/04/25      4
 4534 │ 2015/04/29      1
 4535 │ 2015/04/30      1
 4536 │ 2015/05/01      1
 4537 │ 2015/05/06      3
 4538 │ 2015/05/07      2
 4539 │ 2015/05/08      1
 4540 │ 2015/05/09      1
 4541 │ 2015/05/10      1
 4542 │ 2015/05/12      1
 4543 │ 2015/05/13      2
 4544 │ 2015/05/15      6
 4545 │ 2015/05/16      2
 4546 │ 2015/05/20      2
 4547 │ 2015/05/21      3
 4548 │ 2015/05/23      5
 4549 │ 2015/05/24      2
 4550 │ 2015/05/25      1
 4551 │ 2015/05/26      1
 4552 │ 2015/05/27      5
 4553 │ 2015/05/28      3
 4554 │ 2015/05/29      3
 4555 │ 2015/05/30      1
 4556 │ 2015/05/31      2
 4557 │ 2015/06/02      2
 4558 │ 2015/06/03      4
 4559 │ 2015/06/04      1
 4560 │ 2015/06/07      2
 4561 │ 2015/06/09      2
 4562 │ 2015/06/10      1
 4563 │ 2015/06/13      2
 4564 │ 2015/06/16      3
 4565 │ 2015/06/19      1
 4566 │ 2015/06/20      2
 4567 │ 2015/06/23      3
 4568 │ 2015/06/25      2
 4569 │ 2015/06/26      2
 4570 │ 2015/06/27      2
 4571 │ 2015/07/01      1
 4572 │ 2015/07/02      2
 4573 │ 2015/07/03      2
 4574 │ 2015/07/04      2
 4575 │ 2015/07/06      1
 4576 │ 2015/07/07      1
 4577 │ 2015/07/08      3
 4578 │ 2015/07/15      7
 4579 │ 2015/07/16      2
 4580 │ 2015/07/17      1
 4581 │ 2015/07/18      2
 4582 │ 2015/07/19      2
 4583 │ 2015/07/22      2
 4584 │ 2015/07/23      2
 4585 │ 2015/07/24      1
 4586 │ 2015/07/25      1
 4587 │ 2015/07/30      1
 4588 │ 2015/08/01      2
 4589 │ 2015/08/04      2
 4590 │ 2015/08/05      3
 4591 │ 2015/08/08      2
 4592 │ 2015/08/12      3
 4593 │ 2015/08/13      1
 4594 │ 2015/08/14      1
 4595 │ 2015/08/15      2
 4596 │ 2015/08/16      1
 4597 │ 2015/08/19      2
 4598 │ 2015/08/20      2
 4599 │ 2015/08/25      2
 4600 │ 2015/08/26      2
 4601 │ 2015/08/28      1
 4602 │ 2015/09/01      6
 4603 │ 2015/09/04      4
 4604 │ 2015/09/05      4
 4605 │ 2015/09/06      1
 4606 │ 2015/09/08      3
 4607 │ 2015/09/09      2
 4608 │ 2015/09/10      1
 4609 │ 2015/09/14      1
 4610 │ 2015/09/15      1
 4611 │ 2015/09/16      1
 4612 │ 2015/09/17      2
 4613 │ 2015/09/18      3
 4614 │ 2015/09/24      1
 4615 │ 2015/09/25      4
 4616 │ 2015/09/26      1
 4617 │ 2015/09/27      1
 4618 │ 2015/09/29      4
 4619 │ 2015/09/30      1
 4620 │ 2015/10/01      4
 4621 │ 2015/10/02      1
 4622 │ 2015/10/03      1
 4623 │ 2015/10/04      1
 4624 │ 2015/10/07      2
 4625 │ 2015/10/09      3
 4626 │ 2015/10/11      2
 4627 │ 2015/10/16      2
 4628 │ 2015/10/17      1
 4629 │ 2015/10/18      3
 4630 │ 2015/10/21      4
 4631 │ 2015/10/23      3
 4632 │ 2015/10/24      1
 4633 │ 2015/10/27      4
 4634 │ 2015/10/28      1
 4635 │ 2015/10/29      2
 4636 │ 2015/10/30      2
 4637 │ 2015/11/01      3
 4638 │ 2015/11/02      1
 4639 │ 2015/11/03      2
 4640 │ 2015/11/04      1
 4641 │ 2015/11/05      1
 4642 │ 2015/11/07      1
 4643 │ 2015/11/08      2
 4644 │ 2015/11/11      1
 4645 │ 2015/11/12      2
 4646 │ 2015/11/13      1
 4647 │ 2015/11/14      1
 4648 │ 2015/11/17      1
 4649 │ 2015/11/18      2
 4650 │ 2015/11/19      4
 4651 │ 2015/11/20      3
 4652 │ 2015/11/21      1
 4653 │ 2015/11/22      5
 4654 │ 2015/11/23      1
 4655 │ 2015/11/26      5
 4656 │ 2015/11/27      1
 4657 │ 2015/11/28      1
 4658 │ 2015/11/29      1
 4659 │ 2015/12/01      1
 4660 │ 2015/12/02      3
 4661 │ 2015/12/03      2
 4662 │ 2015/12/04      2
 4663 │ 2015/12/05      2
 4664 │ 2015/12/10      1
 4665 │ 2015/12/15      4
 4666 │ 2015/12/17      1
 4667 │ 2015/12/18      1
 4668 │ 2015/12/19      3
 4669 │ 2015/12/20      1
 4670 │ 2015/12/22      1
 4671 │ 2015/12/23      1
 4672 │ 2015/12/24      7
 4673 │ 2015/12/25      3
 4674 │ 2015/12/29      1
 4675 │ 2015/12/30      1
 4676 │ 2015/12/31      2
 4677 │ 2016/01/01      7
 4678 │ 2016/01/03      1
 4679 │ 2016/01/05      2
 4680 │ 2016/01/06      4
 4681 │ 2016/01/07      1
 4682 │ 2016/01/08      3
 4683 │ 2016/01/09      1
 4684 │ 2016/01/12      1
 4685 │ 2016/01/13      1
 4686 │ 2016/01/15      3
 4687 │ 2016/01/16      4
 4688 │ 2016/01/19      5
 4689 │ 2016/01/21      3
 4690 │ 2016/01/23      8
 4691 │ 2016/01/24      2
 4692 │ 2016/01/26      1
 4693 │ 2016/01/28      1
 4694 │ 2016/01/29      2
 4695 │ 2016/02/02      1
 4696 │ 2016/02/03      2
 4697 │ 2016/02/04      2
 4698 │ 2016/02/05      1
 4699 │ 2016/02/06      4
 4700 │ 2016/02/07      1
 4701 │ 2016/02/14      1
 4702 │ 2016/02/16      1
 4703 │ 2016/02/18      3
 4704 │ 2016/02/19      1
 4705 │ 2016/02/22      2
 4706 │ 2016/02/24      2
 4707 │ 2016/02/26      4
 4708 │ 2016/02/28      1
 4709 │ 2016/02/29      1
 4710 │ 2016/03/01      1
 4711 │ 2016/03/02      1
 4712 │ 2016/03/05      3
 4713 │ 2016/03/06      3
 4714 │ 2016/03/08      2
 4715 │ 2016/03/10      5
 4716 │ 2016/03/11      2
 4717 │ 2016/03/12      1
 4718 │ 2016/03/13      1
 4719 │ 2016/03/16      1
 4720 │ 2016/03/17      1
 4721 │ 2016/03/19      1
 4722 │ 2016/03/20      1
 4723 │ 2016/03/24      2
 4724 │ 2016/03/25      3
 4725 │ 2016/03/27      1
 4726 │ 2016/03/30      1
 4727 │ 2016/03/31      2
 4728 │ 2016/04/01      1
 4729 │ 2016/04/02      1
 4730 │ 2016/04/04      1
 4731 │ 2016/04/05      2
 4732 │ 2016/04/06      2
 4733 │ 2016/04/07      2
 4734 │ 2016/04/08      2
 4735 │ 2016/04/09      2
 4736 │ 2016/04/12      1
 4737 │ 2016/04/14      3
 4738 │ 2016/04/16      3
 4739 │ 2016/04/17      4
 4740 │ 2016/04/18      1
 4741 │ 2016/04/19      1
 4742 │ 2016/04/20      1
 4743 │ 2016/04/21      2
 4744 │ 2016/04/22      2
 4745 │ 2016/04/23      1
 4746 │ 2016/04/24      1
 4747 │ 2016/04/26      2
 4748 │ 2016/04/27      1
 4749 │ 2016/04/29      1
 4750 │ 2016/04/30      2
 4751 │ 2016/05/01      1
 4752 │ 2016/05/02      1
 4753 │ 2016/05/03      1
 4754 │ 2016/05/04      2
 4755 │ 2016/05/05      2
 4756 │ 2016/05/07      2
 4757 │ 2016/05/10      2
 4758 │ 2016/05/12      5
 4759 │ 2016/05/14      2
 4760 │ 2016/05/15      1
 4761 │ 2016/05/18      2
 4762 │ 2016/05/21      3
 4763 │ 2016/05/22      2
 4764 │ 2016/05/24      3
 4765 │ 2016/05/25      2
 4766 │ 2016/05/26      1
 4767 │ 2016/05/27      3
 4768 │ 2016/05/29      2
 4769 │ 2016/06/01      2
 4770 │ 2016/06/03      1
 4771 │ 2016/06/04      1
 4772 │ 2016/06/06      1
 4773 │ 2016/06/08      1
 4774 │ 2016/06/09      4
 4775 │ 2016/06/10      2
 4776 │ 2016/06/11      1
 4777 │ 2016/06/12      1
 4778 │ 2016/06/13      1
 4779 │ 2016/06/14      2
 4780 │ 2016/06/15      7
 4781 │ 2016/06/16      1
 4782 │ 2016/06/18      1
 4783 │ 2016/06/21      1
 4784 │ 2016/06/22      2
 4785 │ 2016/06/25      1
 4786 │ 2016/06/28      2
 4787 │ 2016/06/29      1
 4788 │ 2016/06/30      1
 4789 │ 2016/07/01      2
 4790 │ 2016/07/04      2
 4791 │ 2016/07/06      1
 4792 │ 2016/07/07      1
 4793 │ 2016/07/08      1
 4794 │ 2016/07/09      3
 4795 │ 2016/07/12      2
 4796 │ 2016/07/13      2
 4797 │ 2016/07/14      1
 4798 │ 2016/07/15      2
 4799 │ 2016/07/16      2
 4800 │ 2016/07/19      1
 4801 │ 2016/07/20      2
 4802 │ 2016/07/21      2
 4803 │ 2016/07/22      3
 4804 │ 2016/07/23      1
 4805 │ 2016/07/28      5
 4806 │ 2016/07/30      1
 4807 │ 2016/08/01      1
 4808 │ 2016/08/02      1
 4809 │ 2016/08/03      1
 4810 │ 2016/08/04      1
 4811 │ 2016/08/05      2
 4812 │ 2016/08/06      2
 4813 │ 2016/08/09      5
 4814 │ 2016/08/10      2
 4815 │ 2016/08/16      4
 4816 │ 2016/08/18      2
 4817 │ 2016/08/20      1
 4818 │ 2016/08/22      1
 4819 │ 2016/08/23      1
 4820 │ 2016/08/24      1
 4821 │ 2016/08/25      4
 4822 │ 2016/08/26      4
 4823 │ 2016/08/28      3
 4824 │ 2016/08/29      1
 4825 │ 2016/08/30      4
 4826 │ 2016/08/31      3
 4827 │ 2016/09/02      4
 4828 │ 2016/09/04      1
 4829 │ 2016/09/07      2
 4830 │ 2016/09/13      1
 4831 │ 2016/09/14      1
 4832 │ 2016/09/17      2
 4833 │ 2016/09/18      1
 4834 │ 2016/09/20      1
 4835 │ 2016/09/21      1
 4836 │ 2016/09/22      2
 4837 │ 2016/09/24      2
 4838 │ 2016/09/25      2
 4839 │ 2016/09/26      1
 4840 │ 2016/09/27      1
 4841 │ 2016/10/01      1
 4842 │ 2016/10/04      4
 4843 │ 2016/10/05      2
 4844 │ 2016/10/08      1
 4845 │ 2016/10/12      3
 4846 │ 2016/10/13      1
 4847 │ 2016/10/14      3
 4848 │ 2016/10/16      4
 4849 │ 2016/10/18      1
 4850 │ 2016/10/19      1
 4851 │ 2016/10/21      3
 4852 │ 2016/10/22      4
 4853 │ 2016/10/23      1
 4854 │ 2016/10/25      1
 4855 │ 2016/10/26      2
 4856 │ 2016/10/27      2
 4857 │ 2016/10/28      4
 4858 │ 2016/10/30      4
 4859 │ 2016/11/01      2
 4860 │ 2016/11/03      3
 4861 │ 2016/11/04      1
 4862 │ 2016/11/05      3
 4863 │ 2016/11/08      1
 4864 │ 2016/11/09      3
 4865 │ 2016/11/11      1
 4866 │ 2016/11/12      2
 4867 │ 2016/11/16      1
 4868 │ 2016/11/17      4
 4869 │ 2016/11/18      1
 4870 │ 2016/11/20      2
 4871 │ 2016/11/23      4
 4872 │ 2016/11/24      5
 4873 │ 2016/11/25      3
 4874 │ 2016/11/26      3
 4875 │ 2016/11/28      2
 4876 │ 2016/11/29      1
 4877 │ 2016/11/30      2
 4878 │ 2016/12/01      1
 4879 │ 2016/12/03     10
 4880 │ 2016/12/04      3
 4881 │ 2016/12/06      1
 4882 │ 2016/12/07      3
 4883 │ 2016/12/08      1
 4884 │ 2016/12/09      1
 4885 │ 2016/12/10      1
 4886 │ 2016/12/13      3
 4887 │ 2016/12/14      2
 4888 │ 2016/12/18      1
 4889 │ 2016/12/21      3
 4890 │ 2016/12/22      1
 4891 │ 2016/12/23      2
 4892 │ 2016/12/25      1
 4893 │ 2016/12/26      1
 4894 │ 2016/12/27      2
 4895 │ 2016/12/28      1
 4896 │ 2016/12/29      2
 4897 │ 2016/12/31      1
 4898 │ 2017/01/01      2
 4899 │ 2017/01/04      6
 4900 │ 2017/01/07      1
 4901 │ 2017/01/08      1
 4902 │ 2017/01/10      2
 4903 │ 2017/01/11      2
 4904 │ 2017/01/13      2
 4905 │ 2017/01/14      2
 4906 │ 2017/01/15      1
 4907 │ 2017/01/17      4
 4908 │ 2017/01/19      2
 4909 │ 2017/01/20      4
 4910 │ 2017/01/21      1
 4911 │ 2017/01/23      2
 4912 │ 2017/01/25      2
 4913 │ 2017/01/26      1
 4914 │ 2017/01/27      2
 4915 │ 2017/01/28      1
 4916 │ 2017/01/29      2
 4917 │ 2017/01/31      2
 4918 │ 2017/02/01      2
 4919 │ 2017/02/02      1
 4920 │ 2017/02/06      4
 4921 │ 2017/02/07      1
 4922 │ 2017/02/09      4
 4923 │ 2017/02/12      1
 4924 │ 2017/02/16      3
 4925 │ 2017/02/17      1
 4926 │ 2017/02/18      2
 4927 │ 2017/02/19      2
 4928 │ 2017/02/22      3
 4929 │ 2017/02/23      1
 4930 │ 2017/02/24      2
 4931 │ 2017/03/01      1
 4932 │ 2017/03/02      3
 4933 │ 2017/03/03      1
 4934 │ 2017/03/04      1
 4935 │ 2017/03/06      1
 4936 │ 2017/03/07      2
 4937 │ 2017/03/08      5
 4938 │ 2017/03/09      3
 4939 │ 2017/03/10      2
 4940 │ 2017/03/11      2
 4941 │ 2017/03/12      2
 4942 │ 2017/03/16      5
 4943 │ 2017/03/18      1
 4944 │ 2017/03/21      2
 4945 │ 2017/03/23      5
 4946 │ 2017/03/24      1
 4947 │ 2017/03/25      3
 4948 │ 2017/03/28      6
 4949 │ 2017/03/30      6
 4950 │ 2017/04/01      3
 4951 │ 2017/04/04      1
 4952 │ 2017/04/05      1
 4953 │ 2017/04/06      2
 4954 │ 2017/04/08      1
 4955 │ 2017/04/12      2
 4956 │ 2017/04/13      3
 4957 │ 2017/04/14      3
 4958 │ 2017/04/15      2
 4959 │ 2017/04/17      2
 4960 │ 2017/04/19      1
 4961 │ 2017/04/20      1
 4962 │ 2017/04/22      1
 4963 │ 2017/04/23      2
 4964 │ 2017/04/26      2
 4965 │ 2017/04/27      1
 4966 │ 2017/04/30      5
 4967 │ 2017/05/04      2
 4968 │ 2017/05/05      4
 4969 │ 2017/05/06      1
 4970 │ 2017/05/10      7
 4971 │ 2017/05/12      2
 4972 │ 2017/05/13      4
 4973 │ 2017/05/14      1
 4974 │ 2017/05/16      2
 4975 │ 2017/05/17      3
 4976 │ 2017/05/20      3
 4977 │ 2017/05/22      2
 4978 │ 2017/05/23      2
 4979 │ 2017/05/24      1
 4980 │ 2017/05/26      7
 4981 │ 2017/05/27      1
 4982 │ 2017/05/28      1
 4983 │ 2017/05/31      1
 4984 │ 2017/06/01      1
 4985 │ 2017/06/02      2
 4986 │ 2017/06/03      2
 4987 │ 2017/06/04      1
 4988 │ 2017/06/06      1
 4989 │ 2017/06/07      2
 4990 │ 2017/06/09      1
 4991 │ 2017/06/10      1
 4992 │ 2017/06/11      2
 4993 │ 2017/06/13      1
 4994 │ 2017/06/15      1
 4995 │ 2017/06/16      1
 4996 │ 2017/06/18      3
 4997 │ 2017/06/24      2
 4998 │ 2017/06/28      2
 4999 │ 2017/06/29      2
 5000 │ 2017/07/01      1
 5001 │ 2017/07/02      2
 5002 │ 2017/07/03      1
 5003 │ 2017/07/04      1
 5004 │ 2017/07/05      2
 5005 │ 2017/07/06      3
 5006 │ 2017/07/07      2
 5007 │ 2017/07/08      1
 5008 │ 2017/07/12      2
 5009 │ 2017/07/13      2
 5010 │ 2017/07/15      1
 5011 │ 2017/07/18      2
 5012 │ 2017/07/19      2
 5013 │ 2017/07/20      2
 5014 │ 2017/07/22      1
 5015 │ 2017/07/25      1
 5016 │ 2017/07/26      1
 5017 │ 2017/07/27      4
 5018 │ 2017/07/28      1
 5019 │ 2017/07/29      1
 5020 │ 2017/07/30      1
 5021 │ 2017/08/02      3
 5022 │ 2017/08/05      5
 5023 │ 2017/08/07      4
 5024 │ 2017/08/09      4
 5025 │ 2017/08/10      2
 5026 │ 2017/08/11      3
 5027 │ 2017/08/12      2
 5028 │ 2017/08/16      2
 5029 │ 2017/08/18      1
 5030 │ 2017/08/19      2
 5031 │ 2017/08/20      2
 5032 │ 2017/08/22      4
 5033 │ 2017/08/24      2
 5034 │ 2017/08/26      1
 5035 │ 2017/08/29      2
 5036 │ 2017/08/31      1
 5037 │ 2017/09/01      2
 5038 │ 2017/09/02      3
 5039 │ 2017/09/04      1
 5040 │ 2017/09/05      2
 5041 │ 2017/09/06      1
 5042 │ 2017/09/07      1
 5043 │ 2017/09/08      1
 5044 │ 2017/09/09      1
 5045 │ 2017/09/10      3
 5046 │ 2017/09/12      1
 5047 │ 2017/09/13      1
 5048 │ 2017/09/14      2
 5049 │ 2017/09/15      1
 5050 │ 2017/09/16      6
 5051 │ 2017/09/20      1
 5052 │ 2017/09/21      3
 5053 │ 2017/09/22      2
 5054 │ 2017/09/26      2
 5055 │ 2017/09/28      3
 5056 │ 2017/09/29      2
 5057 │ 2017/09/30      3
 5058 │ 2017/10/01      1
 5059 │ 2017/10/04      3
 5060 │ 2017/10/07      2
 5061 │ 2017/10/08      4
 5062 │ 2017/10/11      4
 5063 │ 2017/10/12      1
 5064 │ 2017/10/13      3
 5065 │ 2017/10/14      4
 5066 │ 2017/10/17      4
 5067 │ 2017/10/19      6
 5068 │ 2017/10/20      1
 5069 │ 2017/10/21      1
 5070 │ 2017/10/22      1
 5071 │ 2017/10/25      4
 5072 │ 2017/10/27      4
 5073 │ 2017/10/28      2
 5074 │ 2017/10/31      1
 5075 │ 2017/11/01      2
 5076 │ 2017/11/02      1
 5077 │ 2017/11/04      7
 5078 │ 2017/11/05      1
 5079 │ 2017/11/07      4
 5080 │ 2017/11/08      1
 5081 │ 2017/11/09      1
 5082 │ 2017/11/10      1
 5083 │ 2017/11/11      3
 5084 │ 2017/11/12      2
 5085 │ 2017/11/13      1
 5086 │ 2017/11/15      2
 5087 │ 2017/11/18      3
 5088 │ 2017/11/21      4
 5089 │ 2017/11/22      9
 5090 │ 2017/11/23      1
 5091 │ 2017/11/25      2
 5092 │ 2017/11/28      3
 5093 │ 2017/11/29      2
 5094 │ 2017/12/01      3
 5095 │ 2017/12/02      2
 5096 │ 2017/12/03      2
 5097 │ 2017/12/05      2
 5098 │ 2017/12/06      3
 5099 │ 2017/12/07      4
 5100 │ 2017/12/09      2
 5101 │ 2017/12/12      2
 5102 │ 2017/12/13      2
 5103 │ 2017/12/14      2
 5104 │ 2017/12/15      3
 5105 │ 2017/12/16      1
 5106 │ 2017/12/17      2
 5107 │ 2017/12/19      1
 5108 │ 2017/12/21      1
 5109 │ 2017/12/22      2
 5110 │ 2017/12/26      3
 5111 │ 2017/12/27      1
 5112 │ 2017/12/28      1
 5113 │ 2017/12/31      2
 5114 │ 2018/01/02      1
 5115 │ 2018/01/03      2
 5116 │ 2018/01/04      2
 5117 │ 2018/01/05      1
 5118 │ 2018/01/07      1
 5119 │ 2018/01/08      3
 5120 │ 2018/01/13      3
 5121 │ 2018/01/16      1
 5122 │ 2018/01/18      2
 5123 │ 2018/01/19      2
 5124 │ 2018/01/20      2
 5125 │ 2018/01/24      1
 5126 │ 2018/01/26      3
 5127 │ 2018/01/30      3
 5128 │ 2018/02/01      4
 5129 │ 2018/02/03      1
 5130 │ 2018/02/06      2
 5131 │ 2018/02/07      3
 5132 │ 2018/02/08      1
 5133 │ 2018/02/09      1
 5134 │ 2018/02/13      7
 5135 │ 2018/02/14      3
 5136 │ 2018/02/15      3
 5137 │ 2018/02/16      1
 5138 │ 2018/02/17      1
 5139 │ 2018/02/18      2
 5140 │ 2018/02/20      6
 5141 │ 2018/02/21      3
 5142 │ 2018/02/22      2
 5143 │ 2018/02/23      1
 5144 │ 2018/02/24      1
 5145 │ 2018/02/27      1
 5146 │ 2018/02/28      1
 5147 │ 2018/03/02      1
 5148 │ 2018/03/03      1
 5149 │ 2018/03/06      2
 5150 │ 2018/03/07      3
 5151 │ 2018/03/08      2
 5152 │ 2018/03/09      2
 5153 │ 2018/03/10      2
 5154 │ 2018/03/11      3
 5155 │ 2018/03/13      3
 5156 │ 2018/03/14      4
 5157 │ 2018/03/15      3
 5158 │ 2018/03/16      1
 5159 │ 2018/03/17      2
 5160 │ 2018/03/20      3
 5161 │ 2018/03/21      3
 5162 │ 2018/03/22      2
 5163 │ 2018/03/24      3
 5164 │ 2018/03/25      3
 5165 │ 2018/03/27      5
 5166 │ 2018/03/28      4
 5167 │ 2018/03/29      1
 5168 │ 2018/03/30      1
 5169 │ 2018/03/31      3
 5170 │ 2018/04/04      2
 5171 │ 2018/04/07      5
 5172 │ 2018/04/08      1
 5173 │ 2018/04/10      1
 5174 │ 2018/04/11      3
 5175 │ 2018/04/13      4
 5176 │ 2018/04/14      4
 5177 │ 2018/04/15      1
 5178 │ 2018/04/16      1
 5179 │ 2018/04/17      1
 5180 │ 2018/04/18      2
 5181 │ 2018/04/20      2
 5182 │ 2018/04/24      1
 5183 │ 2018/04/25      3
 5184 │ 2018/04/26      1
 5185 │ 2018/05/02      3
 5186 │ 2018/05/03      1
 5187 │ 2018/05/04      1
 5188 │ 2018/05/05      1
 5189 │ 2018/05/08      7
 5190 │ 2018/05/15      1
 5191 │ 2018/05/17      1
 5192 │ 2018/05/20      2
 5193 │ 2018/05/24      2
 5194 │ 2018/05/26      1
 5195 │ 2018/05/29      6
 5196 │ 2018/05/31      2
 5197 │ 2018/06/01      3
 5198 │ 2018/06/02      2
 5199 │ 2018/06/03      2
 5200 │ 2018/06/04      1
 5201 │ 2018/06/05      3
 5202 │ 2018/06/06      1
 5203 │ 2018/06/08      3
 5204 │ 2018/06/10      1
 5205 │ 2018/06/11      3
 5206 │ 2018/06/12      2
 5207 │ 2018/06/13      2
 5208 │ 2018/06/14      1
 5209 │ 2018/06/16      1
 5210 │ 2018/06/17      1
 5211 │ 2018/06/19      2
 5212 │ 2018/06/20      1
 5213 │ 2018/06/21      3
 5214 │ 2018/06/22      6
 5215 │ 2018/06/24      1
 5216 │ 2018/06/27      1
 5217 │ 2018/06/28      3
 5218 │ 2018/06/29      2
 5219 │ 2018/06/30      1
 5220 │ 2018/07/03      1
 5221 │ 2018/07/04      1
 5222 │ 2018/07/05      2
 5223 │ 2018/07/06      1
 5224 │ 2018/07/07      2
 5225 │ 2018/07/08      1
 5226 │ 2018/07/10      2
 5227 │ 2018/07/11      3
 5228 │ 2018/07/12      1
 5229 │ 2018/07/14      2
 5230 │ 2018/07/15      1
 5231 │ 2018/07/17      1
 5232 │ 2018/07/18      2
 5233 │ 2018/07/19      2
 5234 │ 2018/07/20      1
 5235 │ 2018/07/22      4
 5236 │ 2018/07/24      2
 5237 │ 2018/07/25      1
 5238 │ 2018/07/26      4
 5239 │ 2018/07/27      1
 5240 │ 2018/07/28      2
 5241 │ 2018/07/29      1
 5242 │ 2018/07/30      1
 5243 │ 2018/07/31      1
 5244 │ 2018/08/01      4
 5245 │ 2018/08/02      1
 5246 │ 2018/08/04      4
 5247 │ 2018/08/05      1
 5248 │ 2018/08/06      1
 5249 │ 2018/08/08      2
 5250 │ 2018/08/10      2
 5251 │ 2018/08/11      1
 5252 │ 2018/08/12      2
 5253 │ 2018/08/14      8
 5254 │ 2018/08/15      1
 5255 │ 2018/08/16      1
 5256 │ 2018/08/17      2
 5257 │ 2018/08/18      2
 5258 │ 2018/08/20      1
 5259 │ 2018/08/21      3
 5260 │ 2018/08/22      4
 5261 │ 2018/08/24      1
 5262 │ 2018/08/29      1
 5263 │ 2018/08/30      1
 5264 │ 2018/08/31      4
 5265 │ 2018/09/01      4
 5266 │ 2018/09/02      2
 5267 │ 2018/09/03      1
 5268 │ 2018/09/04      2
 5269 │ 2018/09/05      3
 5270 │ 2018/09/06      1
 5271 │ 2018/09/07      1
 5272 │ 2018/09/08      1
 5273 │ 2018/09/11      2
 5274 │ 2018/09/13      1
 5275 │ 2018/09/16      3
 5276 │ 2018/09/19      2
 5277 │ 2018/09/21      1
 5278 │ 2018/09/22      4
 5279 │ 2018/09/24      1
