*** COUNTS ***
4732×2 DataFrame
  Row │ DP                 N
      │ String31           Int64
──────┼──────────────────────────
 3225 │ 2010 May 14            2
 3226 │ 2010 May 21            1
 3227 │ 2010 May 28            2
 3228 │ 2010 May 7             1
 3229 │ 2010 Nov              22
 3230 │ 2010 Nov 1             1
 3231 │ 2010 Nov 23            1
 3232 │ 2010 Nov 26            2
 3233 │ 2010 Nov 5             1
 3234 │ 2010 Nov-Dec           2
 3235 │ 2010 Oct              28
 3236 │ 2010 Oct 1             1
 3237 │ 2010 Oct 15            1
 3238 │ 2010 Oct 27            1
 3239 │ 2010 Oct 5             1
 3240 │ 2010 Oct 8             1
 3241 │ 2010 Oct-Dec           3
 3242 │ 2010 Sep              14
 3243 │ 2010 Sep 1             1
 3244 │ 2010 Sep 17            1
 3245 │ 2010 Sep 24            3
 3246 │ 2010 Sep 26            1
 3247 │ 2010 Sep 3             1
 3248 │ 2010 Sep-Oct           4
 3249 │ 2010 Winter            1
 3250 │ 2011                  33
 3251 │ 2011 Apr              15
 3252 │ 2011 Apr 14            4
 3253 │ 2011 Apr 15            2
 3254 │ 2011 Apr 17            1
 3255 │ 2011 Aug              16
 3256 │ 2011 Aug 1             2
 3257 │ 2011 Aug 16            1
 3258 │ 2011 Aug 18            1
 3259 │ 2011 Dec              23
 3260 │ 2011 Dec 1             2
 3261 │ 2011 Dec 15            1
 3262 │ 2011 Dec 20            1
 3263 │ 2011 Dec 22            1
 3264 │ 2011 Dec 5             1
 3265 │ 2011 Dec 8             2
 3266 │ 2011 Feb              14
 3267 │ 2011 Feb 10            1
 3268 │ 2011 Feb 11            1
 3269 │ 2011 Feb 14            1
 3270 │ 2011 Feb 15            4
 3271 │ 2011 Feb 28            1
 3272 │ 2011 Feb 3             1
 3273 │ 2011 Jan              18
 3274 │ 2011 Jan 1             2
 3275 │ 2011 Jan 11            1
 3276 │ 2011 Jan 14            1
 3277 │ 2011 Jan 18            2
 3278 │ 2011 Jan 21            2
 3279 │ 2011 Jan-Feb           4
 3280 │ 2011 Jul              12
 3281 │ 2011 Jul 1             1
 3282 │ 2011 Jul 10            1
 3283 │ 2011 Jul 8             1
 3284 │ 2011 Jul-Aug           2
 3285 │ 2011 Jun              23
 3286 │ 2011 Jun 1             1
 3287 │ 2011 Jun 14            2
 3288 │ 2011 Jun 2             1
 3289 │ 2011 Jun 21            1
 3290 │ 2011 Mar              18
 3291 │ 2011 Mar 17            1
 3292 │ 2011 Mar 22            2
 3293 │ 2011 Mar 29            2
 3294 │ 2011 Mar-Apr           1
 3295 │ 2011 May              26
 3296 │ 2011 May 1             2
 3297 │ 2011 May 10            1
 3298 │ 2011 May 11            1
 3299 │ 2011 May 20            1
 3300 │ 2011 May 27            1
 3301 │ 2011 May 5             1
 3302 │ 2011 May 6             1
 3303 │ 2011 Nov              18
 3304 │ 2011 Nov 1             1
 3305 │ 2011 Nov 15            1
 3306 │ 2011 Nov 24            1
 3307 │ 2011 Nov 8             4
 3308 │ 2011 Nov-Dec           4
 3309 │ 2011 Oct              20
 3310 │ 2011 Oct 10            1
 3311 │ 2011 Oct 11            1
 3312 │ 2011 Oct 14            1
 3313 │ 2011 Oct 19            1
 3314 │ 2011 Oct 20            3
 3315 │ 2011 Oct 31            1
 3316 │ 2011 Oct 6             1
 3317 │ 2011 Oct-Dec           1
 3318 │ 2011 Sep              17
 3319 │ 2011 Sep 1             5
 3320 │ 2011 Sep 16            1
 3321 │ 2011 Sep 20            1
 3322 │ 2011 Sep 30            1
 3323 │ 2011 Sep-Dec           1
 3324 │ 2011 Sep-Oct           2
 3325 │ 2012                  45
 3326 │ 2012 Apr              14
 3327 │ 2012 Apr 1             3
 3328 │ 2012 Apr 10            1
 3329 │ 2012 Apr 15            2
 3330 │ 2012 Apr 4             1
 3331 │ 2012 Apr 9             1
 3332 │ 2012 Apr-Jun           1
 3333 │ 2012 Aug              15
 3334 │ 2012 Aug 15            1
 3335 │ 2012 Aug 21            1
 3336 │ 2012 Aug 23            2
 3337 │ 2012 Aug 24            1
 3338 │ 2012 Aug 28            3
 3339 │ 2012 Aug 3             2
 3340 │ 2012 Aug-Sep           1
 3341 │ 2012 Dec              26
 3342 │ 2012 Dec 1             1
 3343 │ 2012 Feb              20
 3344 │ 2012 Feb 1             4
 3345 │ 2012 Feb 13            1
 3346 │ 2012 Feb 15            1
 3347 │ 2012 Feb 24            1
 3348 │ 2012 Feb 25            1
 3349 │ 2012 Feb 28            1
 3350 │ 2012 Feb 29            1
 3351 │ 2012 Jan              15
 3352 │ 2012 Jan 10            2
 3353 │ 2012 Jan 13            1
 3354 │ 2012 Jan 15            2
 3355 │ 2012 Jan 24            1
 3356 │ 2012 Jan 27            1
 3357 │ 2012 Jan 6             1
 3358 │ 2012 Jan-Apr           1
 3359 │ 2012 Jan-Mar           1
 3360 │ 2012 Jul              23
 3361 │ 2012 Jul 10            1
 3362 │ 2012 Jul 25            1
 3363 │ 2012 Jul 5             1
 3364 │ 2012 Jul-Aug           6
 3365 │ 2012 Jun              26
 3366 │ 2012 Jun 1             2
 3367 │ 2012 Jun 12            1
 3368 │ 2012 Jun 13            2
 3369 │ 2012 Jun 15            1
 3370 │ 2012 Jun 28            2
 3371 │ 2012 Mar              18
 3372 │ 2012 Mar 1             2
 3373 │ 2012 Mar 13            1
 3374 │ 2012 Mar 16            1
 3375 │ 2012 Mar 8             1
 3376 │ 2012 Mar-Apr           3
 3377 │ 2012 May              19
 3378 │ 2012 May 1             3
 3379 │ 2012 May 10            2
 3380 │ 2012 May 15            1
 3381 │ 2012 May 29            1
 3382 │ 2012 May 30            1
 3383 │ 2012 May 31            3
 3384 │ 2012 May 9             1
 3385 │ 2012 May-Aug           1
 3386 │ 2012 May-Jun           2
 3387 │ 2012 Nov              19
 3388 │ 2012 Nov 1             2
 3389 │ 2012 Nov 13            1
 3390 │ 2012 Nov 14            1
 3391 │ 2012 Nov 19            2
 3392 │ 2012 Nov 20            1
 3393 │ 2012 Nov 27            1
 3394 │ 2012 Nov 30            1
 3395 │ 2012 Nov 5             1
 3396 │ 2012 Nov-Dec           1
 3397 │ 2012 Oct              25
 3398 │ 2012 Oct 1             1
 3399 │ 2012 Oct 11            1
 3400 │ 2012 Oct 18            1
 3401 │ 2012 Oct 24-Nov 6      1
 3402 │ 2012 Oct 4             1
 3403 │ 2012 Oct 9             2
 3404 │ 2012 Oct-Dec           1
 3405 │ 2012 Sep              33
 3406 │ 2012 Sep 1             3
 3407 │ 2012 Sep 11            1
 3408 │ 2012 Sep 20            1
 3409 │ 2012 Sep 28            1
 3410 │ 2012 Sep-Oct           4
 3411 │ 2012 Summer            1
 3412 │ 2012 Winter            1
 3413 │ 2013                  43
 3414 │ 2013 Apr              20
 3415 │ 2013 Apr 1             1
 3416 │ 2013 Apr 15            1
 3417 │ 2013 Apr 30            1
 3418 │ 2013 Apr 8             1
 3419 │ 2013 Apr-Jun           3
 3420 │ 2013 Aug              11
 3421 │ 2013 Aug 1             4
 3422 │ 2013 Aug 13            1
 3423 │ 2013 Aug 28            1
 3424 │ 2013 Aug 9             1
 3425 │ 2013 Dec              28
 3426 │ 2013 Dec 10            1
 3427 │ 2013 Dec 13            1
 3428 │ 2013 Dec 17            1
 3429 │ 2013 Dec 24            1
 3430 │ 2013 Dec 3             1
 3431 │ 2013 Dec 30            1
 3432 │ 2013 Dec 5             2
 3433 │ 2013 Feb              24
 3434 │ 2013 Feb 1             2
 3435 │ 2013 Feb 15            4
 3436 │ 2013 Feb 19            1
 3437 │ 2013 Feb 2             1
 3438 │ 2013 Feb 4             1
 3439 │ 2013 Jan              30
 3440 │ 2013 Jan 1             3
 3441 │ 2013 Jan 10            1
 3442 │ 2013 Jan 11            1
 3443 │ 2013 Jan 15            4
 3444 │ 2013 Jan 17            1
 3445 │ 2013 Jan 20            1
 3446 │ 2013 Jan 24            1
 3447 │ 2013 Jan 8             1
 3448 │ 2013 Jan-Feb           5
 3449 │ 2013 Jan-Mar           2
 3450 │ 2013 Jul              14
 3451 │ 2013 Jul 10            1
 3452 │ 2013 Jul 12            1
 3453 │ 2013 Jul 15            2
 3454 │ 2013 Jul 16            1
 3455 │ 2013 Jul 2             1
 3456 │ 2013 Jul-Aug           4
 3457 │ 2013 Jun              20
 3458 │ 2013 Jun 11            2
 3459 │ 2013 Jun 5             1
 3460 │ 2013 Jun-Jul           1
 3461 │ 2013 Mar              26
 3462 │ 2013 Mar 1             5
 3463 │ 2013 Mar 2             1
 3464 │ 2013 Mar 20            3
 3465 │ 2013 Mar 25            1
 3466 │ 2013 May              10
 3467 │ 2013 May 2             1
 3468 │ 2013 May 24            1
 3469 │ 2013 May 31            1
 3470 │ 2013 May 4             1
 3471 │ 2013 Nov              19
 3472 │ 2013 Nov 13            1
 3473 │ 2013 Nov 14            1
 3474 │ 2013 Nov 16            1
 3475 │ 2013 Nov 18            1
 3476 │ 2013 Nov 26            1
 3477 │ 2013 Nov 3             1
 3478 │ 2013 Nov 5             3
 3479 │ 2013 Nov 7             1
 3480 │ 2013 Nov 9             1
 3481 │ 2013 Nov-Dec           2
 3482 │ 2013 Oct              21
 3483 │ 2013 Oct 1             4
 3484 │ 2013 Oct 10            1
 3485 │ 2013 Oct 11            1
 3486 │ 2013 Oct 15            1
 3487 │ 2013 Oct 17            2
 3488 │ 2013 Oct 18            1
 3489 │ 2013 Oct 23            1
 3490 │ 2013 Oct 3             2
 3491 │ 2013 Oct 4             1
 3492 │ 2013 Oct 9             2
 3493 │ 2013 Oct-Dec           1
 3494 │ 2013 Oct-Nov           1
 3495 │ 2013 Sep              27
 3496 │ 2013 Sep 1             2
 3497 │ 2013 Sep 10            2
 3498 │ 2013 Sep 2             1
 3499 │ 2013 Sep 20            1
 3500 │ 2013 Sep 24            1
 3501 │ 2013 Sep 25            1
 3502 │ 2013 Sep 30            2
 3503 │ 2013 Sep 6             1
 3504 │ 2013 Sep-Oct           6
 3505 │ 2013 Winter            1
 3506 │ 2014                  49
 3507 │ 2014 Apr              18
 3508 │ 2014 Apr 1             2
 3509 │ 2014 Apr 22            1
 3510 │ 2014 Apr 24            1
 3511 │ 2014 Apr 26            1
 3512 │ 2014 Apr 29            1
 3513 │ 2014 Apr 7             2
 3514 │ 2014 Apr 8             1
 3515 │ 2014 Apr-Jun           1
 3516 │ 2014 Apr-May           1
 3517 │ 2014 Aug              14
 3518 │ 2014 Aug 20            1
 3519 │ 2014 Aug 21            2
 3520 │ 2014 Aug 25            1
 3521 │ 2014 Aug 29            3
 3522 │ 2014 Aug 8             1
 3523 │ 2014 Dec              24
 3524 │ 2014 Dec 1             1
 3525 │ 2014 Dec 15            1
 3526 │ 2014 Dec 20            1
 3527 │ 2014 Dec 30            1
 3528 │ 2014 Dec 31            1
 3529 │ 2014 Feb              24
 3530 │ 2014 Feb 1             2
 3531 │ 2014 Feb 15            3
 3532 │ 2014 Feb 17            1
 3533 │ 2014 Feb 21            1
 3534 │ 2014 Feb 25            2
 3535 │ 2014 Feb 27            1
 3536 │ 2014 Jan              15
 3537 │ 2014 Jan 1             2
 3538 │ 2014 Jan 13            2
 3539 │ 2014 Jan 15            1
 3540 │ 2014 Jan 16            2
 3541 │ 2014 Jan 26            1
 3542 │ 2014 Jan 30            1
 3543 │ 2014 Jan 7             1
 3544 │ 2014 Jan-Feb           4
 3545 │ 2014 Jan-Mar           2
 3546 │ 2014 Jul              26
 3547 │ 2014 Jul 1             4
 3548 │ 2014 Jul 12            1
 3549 │ 2014 Jul 15            1
 3550 │ 2014 Jul 31            1
 3551 │ 2014 Jul-Sep           2
 3552 │ 2014 Jun              20
 3553 │ 2014 Jun 17            1
 3554 │ 2014 Jun 20            1
 3555 │ 2014 Jun 3             1
 3556 │ 2014 Jun 30            1
 3557 │ 2014 Jun 5             1
 3558 │ 2014 Mar              35
 3559 │ 2014 Mar 1             1
 3560 │ 2014 Mar 10            1
 3561 │ 2014 Mar 15            2
 3562 │ 2014 Mar 25            1
 3563 │ 2014 Mar 4             1
 3564 │ 2014 Mar 6             1
 3565 │ 2014 Mar-Apr           1
 3566 │ 2014 May              22
 3567 │ 2014 May 14            1
 3568 │ 2014 May 15            2
 3569 │ 2014 May 22            1
 3570 │ 2014 May 23            1
 3571 │ 2014 May 6             1
 3572 │ 2014 May-Jun           2
 3573 │ 2014 Nov              22
 3574 │ 2014 Nov 1             1
 3575 │ 2014 Nov 11            1
 3576 │ 2014 Nov 13            1
 3577 │ 2014 Nov 15            3
 3578 │ 2014 Nov 20            1
 3579 │ 2014 Nov 24            1
 3580 │ 2014 Nov 5             1
 3581 │ 2014 Nov-Dec          10
 3582 │ 2014 Oct              17
 3583 │ 2014 Oct 20            3
 3584 │ 2014 Oct 21            1
 3585 │ 2014 Oct 28            1
 3586 │ 2014 Oct 31            1
 3587 │ 2014 Oct-Dec           2
 3588 │ 2014 Sep              19
 3589 │ 2014 Sep 1             1
 3590 │ 2014 Sep 15            1
 3591 │ 2014 Sep 2             1
 3592 │ 2014 Sep 20            2
 3593 │ 2014 Sep 22            2
 3594 │ 2014 Sep 26            1
 3595 │ 2014 Sep 28            1
 3596 │ 2014 Sep 9             1
 3597 │ 2014 Sep-Oct           2
 3598 │ 2014 Summer            1
 3599 │ 2015                  57
 3600 │ 2015 Apr              24
 3601 │ 2015 Apr 14            1
 3602 │ 2015 Apr 21            1
 3603 │ 2015 Aug              22
 3604 │ 2015 Aug 1             1
 3605 │ 2015 Aug 28            2
 3606 │ 2015 Aug 29            1
 3607 │ 2015 Aug 30            1
 3608 │ 2015 Aug-Sep           1
 3609 │ 2015 Dec              20
 3610 │ 2015 Dec 1             2
 3611 │ 2015 Dec 15            3
 3612 │ 2015 Dec 21            2
 3613 │ 2015 Dec 23            1
 3614 │ 2015 Dec 26            1
 3615 │ 2015 Dec 29            1
 3616 │ 2015 Dec 4-11          1
 3617 │ 2015 Feb              24
 3618 │ 2015 Feb 11            1
 3619 │ 2015 Feb 12            1
 3620 │ 2015 Feb 15            2
 3621 │ 2015 Feb 21            1
 3622 │ 2015 Feb 26            1
 3623 │ 2015 Feb 4             1
 3624 │ 2015 Feb 5             1
 3625 │ 2015 Jan              24
 3626 │ 2015 Jan 14            1
 3627 │ 2015 Jan 15            4
 3628 │ 2015 Jan 20            2
 3629 │ 2015 Jan 26            1
 3630 │ 2015 Jan 31            1
 3631 │ 2015 Jan 9             1
 3632 │ 2015 Jan-Feb           2
 3633 │ 2015 Jan-Mar           3
 3634 │ 2015 Jul              18
 3635 │ 2015 Jul 1             1
 3636 │ 2015 Jul 15            2
 3637 │ 2015 Jul 16            1
 3638 │ 2015 Jul 8             1
 3639 │ 2015 Jul-Aug           3
 3640 │ 2015 Jun              27
 3641 │ 2015 Jun 14            3
 3642 │ 2015 Jun 15            4
 3643 │ 2015 Jun 2             1
 3644 │ 2015 Jun 20            1
 3645 │ 2015 Jun 21            1
 3646 │ 2015 Jun 23            1
 3647 │ 2015 Jun 27            2
 3648 │ 2015 Jun-Jul           1
 3649 │ 2015 Mar              16
 3650 │ 2015 Mar 1             1
 3651 │ 2015 Mar 13            1
 3652 │ 2015 Mar 14            3
 3653 │ 2015 Mar 2             1
 3654 │ 2015 Mar 20            1
 3655 │ 2015 Mar 21            1
 3656 │ 2015 Mar 28            1
 3657 │ 2015 Mar 4             1
 3658 │ 2015 Mar-Apr           2
 3659 │ 2015 May              14
 3660 │ 2015 May 12            1
 3661 │ 2015 May 16            1
 3662 │ 2015 May 19            1
 3663 │ 2015 May 20            2
 3664 │ 2015 May 25            1
 3665 │ 2015 May 26            1
 3666 │ 2015 May 27            1
 3667 │ 2015 May 28            2
 3668 │ 2015 May-Jun           3
 3669 │ 2015 Nov              12
 3670 │ 2015 Nov 1             2
 3671 │ 2015 Nov 14            1
 3672 │ 2015 Nov 15            2
 3673 │ 2015 Nov 17            1
 3674 │ 2015 Nov 19            1
 3675 │ 2015 Nov 2             1
 3676 │ 2015 Nov 21            2
 3677 │ 2015 Nov 6             2
 3678 │ 2015 Nov 7             1
 3679 │ 2015 Nov-Dec           4
 3680 │ 2015 Oct              26
 3681 │ 2015 Oct 1             1
 3682 │ 2015 Oct 16            1
 3683 │ 2015 Oct 20            1
 3684 │ 2015 Oct 21            1
 3685 │ 2015 Oct 23            1
 3686 │ 2015 Oct 28            1
 3687 │ 2015 Oct 5             1
 3688 │ 2015 Oct 6             1
 3689 │ 2015 Oct 7             1
 3690 │ 2015 Sep              18
 3691 │ 2015 Sep 1             3
 3692 │ 2015 Sep 26            1
 3693 │ 2015 Sep 3             2
 3694 │ 2015 Sep 30            1
 3695 │ 2015 Sep 4             1
 3696 │ 2015 Sep-Oct           4
 3697 │ 2016                  45
 3698 │ 2016 Apr              20
 3699 │ 2016 Apr 1             3
 3700 │ 2016 Apr 15            5
 3701 │ 2016 Apr 16            1
 3702 │ 2016 Apr 19            2
 3703 │ 2016 Apr 26            1
 3704 │ 2016 Apr 28            1
 3705 │ 2016 Apr 29            1
 3706 │ 2016 Aug              18
 3707 │ 2016 Aug 1             4
 3708 │ 2016 Aug 12            1
 3709 │ 2016 Aug 3             1
 3710 │ 2016 Aug 30            1
 3711 │ 2016 Aug 5             1
 3712 │ 2016 Aug-Sep           1
 3713 │ 2016 Dec              38
 3714 │ 2016 Dec 1             4
 3715 │ 2016 Dec 10            1
 3716 │ 2016 Dec 16            1
 3717 │ 2016 Dec 2             1
 3718 │ 2016 Dec 22            1
 3719 │ 2016 Dec 8             1
 3720 │ 2016 Feb              23
 3721 │ 2016 Feb 1             1
 3722 │ 2016 Feb 2             1
 3723 │ 2016 Feb 22            1
 3724 │ 2016 Feb 4             1
 3725 │ 2016 Feb 5             2
 3726 │ 2016 Jan              18
 3727 │ 2016 Jan 1             2
 3728 │ 2016 Jan 12            1
 3729 │ 2016 Jan 13            1
 3730 │ 2016 Jan 15            7
 3731 │ 2016 Jan 22            1
 3732 │ 2016 Jan 4             2
 3733 │ 2016 Jan 6             2
 3734 │ 2016 Jan-Feb           3
 3735 │ 2016 Jan-Mar           4
 3736 │ 2016 Jul              23
 3737 │ 2016 Jul 1             3
 3738 │ 2016 Jul 11            1
 3739 │ 2016 Jul 19            1
 3740 │ 2016 Jul 20            3
 3741 │ 2016 Jul 25            1
 3742 │ 2016 Jul 6             1
 3743 │ 2016 Jul-Aug           2
 3744 │ 2016 Jun              23
 3745 │ 2016 Jun 1             3
 3746 │ 2016 Jun 12            1
 3747 │ 2016 Jun 14            3
 3748 │ 2016 Jun 20            1
 3749 │ 2016 Jun 3             1
 3750 │ 2016 Jun 8             2
 3751 │ 2016 Jun-Jul           1
 3752 │ 2016 Mar              26
 3753 │ 2016 Mar 1             4
 3754 │ 2016 Mar 14            1
 3755 │ 2016 Mar 17            1
 3756 │ 2016 Mar 2             1
 3757 │ 2016 Mar 23            1
 3758 │ 2016 Mar 31            2
 3759 │ 2016 Mar 4             1
 3760 │ 2016 Mar 6             1
 3761 │ 2016 Mar-Apr           4
 3762 │ 2016 May              13
 3763 │ 2016 May - Jun         1
 3764 │ 2016 May 1             2
 3765 │ 2016 May 18            1
 3766 │ 2016 May 20            1
 3767 │ 2016 May 24            2
 3768 │ 2016 May 25            1
 3769 │ 2016 May 26            1
 3770 │ 2016 May 3             1
 3771 │ 2016 May-Jun           1
 3772 │ 2016 Nov              21
 3773 │ 2016 Nov - Dec         3
 3774 │ 2016 Nov 1             3
 3775 │ 2016 Nov 11            1
 3776 │ 2016 Nov 15            7
 3777 │ 2016 Nov 2             1
 3778 │ 2016 Nov 21            1
 3779 │ 2016 Nov 28            1
 3780 │ 2016 Nov 29            1
 3781 │ 2016 Nov 3             1
 3782 │ 2016 Nov 4             1
 3783 │ 2016 Nov 8             1
 3784 │ 2016 Nov-Dec           2
 3785 │ 2016 Nov/Dec           1
 3786 │ 2016 Oct              11
 3787 │ 2016 Oct - Dec         1
 3788 │ 2016 Oct 10            2
 3789 │ 2016 Oct 11            1
 3790 │ 2016 Oct 13            1
 3791 │ 2016 Oct 15            2
 3792 │ 2016 Oct 18            2
 3793 │ 2016 Oct 25            1
 3794 │ 2016 Oct 28            1
 3795 │ 2016 Oct-Dec           2
 3796 │ 2016 Sep              20
 3797 │ 2016 Sep 1             1
 3798 │ 2016 Sep 10            1
 3799 │ 2016 Sep 15            1
 3800 │ 2016 Sep 26            1
 3801 │ 2016 Sep 27            1
 3802 │ 2016 Sep 28            1
 3803 │ 2016 Sep-Oct           1
 3804 │ 2016 Summer            2
 3805 │ 2017                  42
 3806 │ 2017 Apr              20
 3807 │ 2017 Apr 1             3
 3808 │ 2017 Apr 14            1
 3809 │ 2017 Apr 15            1
 3810 │ 2017 Apr 21            1
 3811 │ 2017 Apr 3             1
 3812 │ 2017 Apr 4             2
 3813 │ 2017 Apr 5             1
 3814 │ 2017 Apr 6             1
 3815 │ 2017 Apr 7             1
 3816 │ 2017 Aug              18
 3817 │ 2017 Aug 15            3
 3818 │ 2017 Aug 18            1
 3819 │ 2017 Aug 3             2
 3820 │ 2017 Aug 8             2
 3821 │ 2017 Dec              18
 3822 │ 2017 Dec 15            2
 3823 │ 2017 Dec 16            1
 3824 │ 2017 Dec 20            1
 3825 │ 2017 Dec 24            1
 3826 │ 2017 Dec 31            1
 3827 │ 2017 Dec 5             1
 3828 │ 2017 Dec 6             1
 3829 │ 2017 Dec 8             1
 3830 │ 2017 Feb              25
 3831 │ 2017 Feb 1             2
 3832 │ 2017 Feb 15            4
 3833 │ 2017 Feb 2             1
 3834 │ 2017 Feb 6             1
 3835 │ 2017 Feb 8             1
 3836 │ 2017 Jan              21
 3837 │ 2017 Jan - Feb         1
 3838 │ 2017 Jan 1             1
 3839 │ 2017 Jan 14            1
 3840 │ 2017 Jan 19            3
 3841 │ 2017 Jan 2             1
 3842 │ 2017 Jan 5             1
 3843 │ 2017 Jan 6             1
 3844 │ 2017 Jan 7             1
 3845 │ 2017 Jan-Mar           2
 3846 │ 2017 Jul              23
 3847 │ 2017 Jul 1             4
 3848 │ 2017 Jul 15            1
 3849 │ 2017 Jul 17            1
 3850 │ 2017 Jul 18            1
 3851 │ 2017 Jul 24            1
 3852 │ 2017 Jul 29            1
 3853 │ 2017 Jul 4             1
 3854 │ 2017 Jul 6             1
 3855 │ 2017 Jul-Aug           1
 3856 │ 2017 Jul-Sep           1
 3857 │ 2017 Jun              23
 3858 │ 2017 Jun 1             1
 3859 │ 2017 Jun 25            1
 3860 │ 2017 Jun 28            1
 3861 │ 2017 Jun 30            1
 3862 │ 2017 Jun 7             1
 3863 │ 2017 Jun 9             1
 3864 │ 2017 Mar              20
 3865 │ 2017 Mar - Apr         1
 3866 │ 2017 Mar 1             5
 3867 │ 2017 Mar 10            1
 3868 │ 2017 Mar 11            1
 3869 │ 2017 Mar 15            1
 3870 │ 2017 Mar 24            1
 3871 │ 2017 Mar 25            1
 3872 │ 2017 Mar 26            1
 3873 │ 2017 Mar 29            1
 3874 │ 2017 Mar 6             1
 3875 │ 2017 Mar-Apr           1
 3876 │ 2017 May              20
 3877 │ 2017 May 1             2
 3878 │ 2017 May 13            1
 3879 │ 2017 May 15            2
 3880 │ 2017 May 22            2
 3881 │ 2017 May 24            1
 3882 │ 2017 May 3             1
 3883 │ 2017 May 31            2
 3884 │ 2017 May 5             1
 3885 │ 2017 May 7             1
 3886 │ 2017 May 8             1
 3887 │ 2017 Nov              23
 3888 │ 2017 Nov - Dec         1
 3889 │ 2017 Nov 1             2
 3890 │ 2017 Nov 13            1
 3891 │ 2017 Nov 18            1
 3892 │ 2017 Nov 21            4
 3893 │ 2017 Nov 23            1
 3894 │ 2017 Nov 30            1
 3895 │ 2017 Nov 4             1
 3896 │ 2017 Nov 7             3
 3897 │ 2017 Oct              21
 3898 │ 2017 Oct 1             1
 3899 │ 2017 Oct 10            1
 3900 │ 2017 Oct 17            4
 3901 │ 2017 Oct 24            1
 3902 │ 2017 Oct 31            1
 3903 │ 2017 Oct-Dec           2
 3904 │ 2017 Sep              24
 3905 │ 2017 Sep - Oct         1
 3906 │ 2017 Sep 1             4
 3907 │ 2017 Sep 12            2
 3908 │ 2017 Sep 14            1
 3909 │ 2017 Sep 15            3
 3910 │ 2017 Sep 19            1
 3911 │ 2017 Sep 21            1
 3912 │ 2017 Sep 24            2
 3913 │ 2017 Sep 26            2
 3914 │ 2017 Sep 27            1
 3915 │ 2017 Sep 4             1
 3916 │ 2017 Sep 7             1
 3917 │ 2017 Sep 8             1
 3918 │ 2017 Sep-Dec           2
 3919 │ 2018                  48
 3920 │ 2018 Apr              24
 3921 │ 2018 Apr 1             1
 3922 │ 2018 Apr 11            1
 3923 │ 2018 Apr 13            1
 3924 │ 2018 Apr 15            2
 3925 │ 2018 Apr 18            1
 3926 │ 2018 Apr 24            2
 3927 │ 2018 Apr 26            1
 3928 │ 2018 Apr 4             1
 3929 │ 2018 Apr 5             1
 3930 │ 2018 Aug              18
 3931 │ 2018 Aug 1             2
 3932 │ 2018 Aug 10            1
 3933 │ 2018 Aug 14            1
 3934 │ 2018 Aug 20            1
 3935 │ 2018 Aug 29            1
 3936 │ 2018 Aug 3             1
 3937 │ 2018 Aug 4             4
 3938 │ 2018 Aug 7             2
 3939 │ 2018 Dec              28
 3940 │ 2018 Dec 1             5
 3941 │ 2018 Dec 15            1
 3942 │ 2018 Dec 18            3
 3943 │ 2018 Dec 19            2
 3944 │ 2018 Dec 23            1
 3945 │ 2018 Dec 29            1
 3946 │ 2018 Dec 3             1
 3947 │ 2018 Dec 4             1
 3948 │ 2018 Feb              29
 3949 │ 2018 Feb 1             3
 3950 │ 2018 Feb 12            3
 3951 │ 2018 Feb 15            2
 3952 │ 2018 Feb 19            1
 3953 │ 2018 Feb 22            1
 3954 │ 2018 Feb 23            1
 3955 │ 2018 Feb 27            1
 3956 │ 2018 Feb 4             1
 3957 │ 2018 Jan              30
 3958 │ 2018 Jan - Feb         1
 3959 │ 2018 Jan 1             1
 3960 │ 2018 Jan 11            1
 3961 │ 2018 Jan 15            1
 3962 │ 2018 Jan 17            2
 3963 │ 2018 Jan 18            1
 3964 │ 2018 Jan 22            1
 3965 │ 2018 Jan 23            2
 3966 │ 2018 Jan 26            1
 3967 │ 2018 Jan 28            1
 3968 │ 2018 Jan 8             1
 3969 │ 2018 Jan-Dec           2
 3970 │ 2018 Jul              23
 3971 │ 2018 Jul - Aug         1
 3972 │ 2018 Jul - Sep         2
 3973 │ 2018 Jul 15            1
 3974 │ 2018 Jul 20            1
 3975 │ 2018 Jul 25            1
 3976 │ 2018 Jul 3             1
 3977 │ 2018 Jul 31            1
 3978 │ 2018 Jul 6             1
 3979 │ 2018 Jul-Sep           2
 3980 │ 2018 Jun              27
 3981 │ 2018 Jun 1             3
 3982 │ 2018 Jun 12            2
 3983 │ 2018 Jun 15            2
 3984 │ 2018 Jun 19            2
 3985 │ 2018 Jun 20            1
 3986 │ 2018 Jun 22            2
 3987 │ 2018 Jun 24            2
 3988 │ 2018 Jun 8             1
 3989 │ 2018 Mai               1
 3990 │ 2018 Mar              14
 3991 │ 2018 Mar 14            1
 3992 │ 2018 Mar 15            1
 3993 │ 2018 Mar 22            1
 3994 │ 2018 Mar 23            1
 3995 │ 2018 Mar 27            2
 3996 │ 2018 Mar 6             1
 3997 │ 2018 Mar 7             1
 3998 │ 2018 Mar 9             1
 3999 │ 2018 Mar-Apr           1
 4000 │ 2018 Mar/Apr           1
 4001 │ 2018 May              17
 4002 │ 2018 May - Jun         1
 4003 │ 2018 May 1             6
 4004 │ 2018 May 15            6
 4005 │ 2018 May 18            1
 4006 │ 2018 May 22            1
 4007 │ 2018 May 30            1
 4008 │ 2018 May 7             1
 4009 │ 2018 May 8             1
 4010 │ 2018 May-Aug           1
 4011 │ 2018 May-Jun           1
